ID,ADDRESS,SUBURB,PRICE,BEDROOMS,BATHROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,CBD_DIST,NEAREST_STN,NEAREST_STN_DIST,DATE_SOLD,POSTCODE,LATITUDE,LONGITUDE,NEAREST_SCH,NEAREST_SCH_DIST,NEAREST_SCH_RANK
17324,20 Bourke Street,Kensington,764000,3,1,2,797,87,1950,4400,Carlisle Station,2700,"12-2018",6151,-31.98575,115.88306,KENT STREET SENIOR HIGH SCHOOL,0.905725442,93
17325,18 Lucinda Court,Huntingdale,465000,4,2,2,504,162,1990,17000,Thornlie Station,3500,"02-2016",6110,-32.07799,115.96109,THORNLIE SENIOR HIGH SCHOOL,1.310060372,125
17326,14 The Rise,Gwelup,893000,4,2,2,518,245,2008,11200,Warwick Station,2200,"02-2016",6018,-31.86454271,115.800603,BALCATTA SENIOR HIGH SCHOOL,1.642874969,135
17327,12 Allamanda Drive,South Lake,487000,4,2,1,750,168,1984,16700,Cockburn Central Station,3200,"04-2016",6164,-32.10161,115.83833,LAKELAND SENIOR HIGH SCHOOL,1.093775377,
17328,39 Kurrajong Drive,Thornlie,405000,4,2,2,689,155,1994,15400,Thornlie Station,2800,"01-2020",6108,-32.0712,115.94262,THORNLIE SENIOR HIGH SCHOOL,1.695257197,125
17329,17 New England Drive,Hillarys,1000000,4,3,2,786,287,2004,19500,Whitfords Station,3500,"10-2019",6025,-31.80544,115.7462,ST MARK'S ANGLICAN COMMUNITY SCHOOL,0.83484739,58
17330,11A Ventnor Avenue,Mount Pleasant,850000,3,2,2,456,192,1995,8300,Canning Bridge Station,2100,"03-2018",6153,-32.02617,115.84558,APPLECROSS SENIOR HIGH SCHOOL,1.051517542,34
17331,14 Waitch Loop,Beeliar,550000,4,2,2,643,200,2007,20800,Cockburn Central Station,4000,"04-2018",6164,-32.13596,115.8176,DIVINE MERCY COLLEGE,1.442504857,
17332,4A Highland Rise,Piara Waters,420000,3,2,2,304,125,2014,19500,Cockburn Central Station,5700,"04-2018",6112,-32.11957852,115.9187959,CAREY BAPTIST COLLEGE,1.810596476,62
17333,1 Romani Court,Lockridge,400000,4,2,2,418,108,1999,11200,Bassendean Station,2100,"05-2015",6054,-31.885,115.9474,KIARA COLLEGE,1.433527523,
17334,3 Darby Way,Byford,462500,4,2,4,617,240,2010,32600,Armadale Station,8000,"10-2020",6122,-32.22243091,115.9912128,BYFORD SECONDARY COLLEGE,1.009852471,116
17335,3 Kilgetty Gate,Butler,465000,4,2,2,619,342,,37600,Butler Station,731,"10-2020",6036,-31.6418,115.70161,BUTLER COLLEGE,1.28627871,39
17336,59 Lachlan Way,Bibra Lake,548000,4,2,2,724,153,1990,15600,Murdoch Station,3000,"06-2018",6163,-32.09143,115.8383,PERTH WALDORF SCHOOL,1.946962742,
17337,885 Bushlands Road,Hovea,875000,3,2,2,10001,261,2003,25000,Midland Station,10400,"11-2019",6071,-31.88075222,116.1096939,HELENA COLLEGE,3.435595648,78
17338,29 Scott Street,Koongamia,335000,4,1,2,1044,500,1986,18500,Midland Station,4600,"12-2015",6056,-31.90626246,116.0468499,SWAN VIEW SENIOR HIGH SCHOOL,2.102670285,
17339,23 Mammoth Court,Ballajura,310000,3,1,2,423,119,1994,11900,Meltham Station,7800,"07-2018",6066,-31.85254,115.90303,BALLAJURA COMMUNITY COLLEGE,1.254343705,133
17340,5 Hirundo Place,Waterford,569900,5,3,2,638,465,2014,7700,Canning Bridge Station,3700,"01-2012",6152,-32.01370536,115.8951372,CLONTARF ABORIGINAL COLLEGE,0.298002067,
17341,80 Hill View Terrace,St James,535000,3,2,1,678,114,1958,6700,Welshpool Station,1800,"12-2017",6102,-31.99851,115.90445,CANNING COLLEGE,1.397542616,
17342,8 Antares Street,Clarkson,345000,3,2,2,225,104,2014,31600,Clarkson Station,1700,"09-2018",6030,-31.69409318,115.7203084,YOUTH FUTURES COMMUNITY SCHOOL,0.335737162,
17343,8 Hammond Street,West Perth,750000,3,1,,325,134,1920,1800,Leederville Station,1100,"11-2019",6005,-31.93711,115.85183,ARANMORE CATHOLIC COLLEGE,1.384142351,106
17344,111 Paramatta Road,Doubleview,1100000,4,2,4,707,206,1968,8900,Stirling Station,2500,"02-2020",6018,-31.90571,115.78226,HALE SCHOOL,0.749428819,6
17345,3 Dean Place,Lockridge,535000,4,2,2,684,142,1977,11700,Bassendean Station,2900,"11-2015",6054,-31.87758,115.94532,KIARA COLLEGE,0.965445428,
17346,24 Ripple Way,Bateman,850000,4,2,2,519,188,2007,10800,Bull Creek Station,809,"11-2018",6150,-32.0488528,115.8458566,CORPUS CHRISTI COLLEGE,0.947543111,28
17347,9A Lilly Street,South Fremantle,1075000,3,2,1,365,142,1900,15900,Fremantle Station,1700,"12-2018",6162,-32.06429,115.75531,FREMANTLE COLLEGE,1.260327379,128
17348,8 Lill Place,Anketell,720000,3,1,2,21323,124,1996,29400,Kwinana Station,3700,"06-2015",6167,-32.21625,115.87545,THE KING'S COLLEGE,5.451567955,
17349,17 Ornata Bend,Banksia Grove,370000,4,2,2,623,121,2006,28900,Clarkson Station,6800,"07-2017",6031,-31.69612733,115.8093847,JOSEPH BANKS SECONDARY COLLEGE,1.243464832,92
17350,4 Wicklow Close,Beaconsfield,955000,4,2,,441,272,2008,15900,Fremantle Station,2700,"10-2020",6162,-32.07026058,115.7632731,FREMANTLE COLLEGE,0.514967606,128
17351,2 Bridgeman Drive,Bennett Springs,480000,3,2,2,539,187,2002,12900,Bassendean Station,4900,"06-2017",6063,-31.85963485,115.9411998,KIARA COLLEGE,2.063604937,
17352,23A Birdwood Avenue,Como,830000,3,1,2,436,140,1950,4400,Canning Bridge Station,2700,"11-2020",6152,-31.99001,115.87332,PENRHOS COLLEGE,0.828683691,4
17353,12 Clevedon Place,Kallaroo,800000,4,2,4,758,500,1972,20300,Whitfords Station,2800,"02-2017",6025,-31.79294,115.75381,ST MARK'S ANGLICAN COMMUNITY SCHOOL,1.204097329,58
17354,43 Jilakin Loop,Canning Vale,550000,4,2,2,656,196,1997,17000,Thornlie Station,5800,"08-2020",6155,-32.09417,115.92641,PROVIDENCE CHRISTIAN COLLEGE,1.150536628,38
17355,12 Sion Close,Waterford,1500000,5,3,2,952,395,1989,7600,Canning Bridge Station,2300,"03-2014",6152,-32.01892958,115.8779014,CLONTARF ABORIGINAL COLLEGE,1.46690601,
17356,2 Kardan Circuit,Karawara,865000,5,3,2,584,286,2003,6700,Canning Bridge Station,2400,"08-2007",6152,-32.00909,115.88125,COMO SECONDARY COLLEGE,1.127312154,87
17357,9 Cape York Ramble,Bertram,429000,4,2,2,632,211,2003,33000,Kwinana Station,1600,"11-2019",6167,-32.24826,115.850157,THE KING'S COLLEGE,1.246365672,
17358,8 Pusey Street,Bentley,275000,3,1,1,365,176,1953,8300,Welshpool Station,1700,"07-2018",6102,-32.00873166,115.9161706,CANNING COLLEGE,1.798487465,
17359,4A Mahlberg Avenue,Woodlands,675000,3,2,2,239,161,2006,8800,Stirling Station,1700,"06-2016",6018,-31.90027826,115.7885001,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,1.046291481,
17360,71 Mataitai Loop,Cooloongup,230000,3,1,2,683,103,1989,39200,Rockingham Station,459,"05-2019",6168,-32.29412,115.76105,KOLBE CATHOLIC COLLEGE,1.708420888,97
17361,24 Darling Range Drive,Bedfordale,615000,4,3,2,3125,243,2006,30000,Armadale Station,4900,"12-2017",6112,-32.15704,116.06465,SOUTHERN HILLS CHRISTIAN COLLEGE,3.140292768,
17362,6 Lowan Loop,Karawara,770000,4,2,2,557,188,2001,6500,Canning Bridge Station,2800,"04-2013",6152,-32.00611,115.88549,CANNING COLLEGE,1.157426936,
17363,62 Terelinck Crescent,Redcliffe,380000,3,2,1,401,136,1998,9000,Success Hill Station,5500,"08-2017",6104,-31.94952,115.95393,BELMONT CITY COLLEGE,2.114660075,57
17364,163 Safety Bay Road,Shoalwater,450000,3,1,2,993,120,1968,40900,Rockingham Station,4900,"11-2017",6169,-32.29716,115.7103,ROCKINGHAM SENIOR HIGH SCHOOL,2.73267789,
17365,4 Dandenong Way,Alexander Heights,605000,4,2,2,500,280,2002,14200,Greenwood Station,7400,"12-2016",6064,-31.82411,115.86112,LANDSDALE CHRISTIAN SCHOOL,2.009795632,
17366,187 Currie Street,Warnbro,375000,4,2,2,642,198,1998,44800,Warnbro Station,2500,"03-2018",6169,-32.34446,115.75275,LIVING WATERS LUTHERAN COLLEGE,0.219535576,51
17367,94 Kinross Drive,Kinross,554500,4,2,2,724,201,1998,28800,Currambine Station,1800,"03-2019",6028,-31.71653,115.73403,YOUTH FUTURES COMMUNITY SCHOOL,3.130717306,
17368,7 Windsor Road,East Fremantle,1340000,6,2,2,912,290,1940,12800,North Fremantle Station,2000,"02-2018",6158,-32.03919591,115.7702123,JOHN CURTIN COLLEGE OF THE ARTS,1.685593869,25
17369,131 Nicolas Drive,Casuarina,705000,3,2,2,20175,180,1980,32800,Kwinana Station,2500,"02-2014",6167,-32.24668,115.865,THE KING'S COLLEGE,2.585658053,
17370,17 Simmental Vale,Stratton,373000,3,3,6,511,110,,20200,Midland Station,5200,"06-2014",6056,-31.86424,116.04549,SWAN VIEW SENIOR HIGH SCHOOL,2.587253492,
17371,3 Allendale Entrance,North Lake,640000,4,2,,624,202,2000,14300,Murdoch Station,1700,"11-2019",6163,-32.08031,115.84285,LEEMING SENIOR HIGH SCHOOL,1.430318399,89
17372,5 Chrisp Place,Yanchep,370000,3,1,,871,107,1979,49200,Butler Station,11100,"07-2020",6035,-31.55548,115.63024,YANCHEP SECONDARY COLLEGE,1.292653001,
17373,40 Noel Road,Gooseberry Hill,895000,4,2,,1579,243,1975,17800,Midland Station,8800,"11-2020",6076,-31.95995,116.04675,KALAMUNDA SENIOR HIGH SCHOOL,2.184166044,107
17374,9 Polglass Way,Ardross,1150000,4,2,2,728,185,1964,8600,Bull Creek Station,2500,"08-2018",6153,-32.02764,115.84096,APPLECROSS SENIOR HIGH SCHOOL,0.58624758,34
17375,53 Bilgoman Road,Glen Forrest,550000,3,1,12,1510,154,1977,22600,Midland Station,8900,"10-2016",6071,-31.90772,116.09282,HELENA COLLEGE,0.133238082,78
17376,203 Marri Park Drive,Casuarina,630000,6,2,2,8204,238,1998,31500,Kwinana Station,3600,"10-2005",6167,-32.23428,115.88024,THE KING'S COLLEGE,4.472891305,
17377,7 Cowell Place,Calista,355000,3,1,2,943,135,1967,32800,Wellard Station,2400,"08-2014",6167,-32.24343,115.80832,GILMORE COLLEGE,0.837809782,138
17378,22 Whitmore Terrace,Heathridge,565000,4,2,2,480,191,2002,23000,Edgewater Station,2500,"06-2019",6027,-31.76662,115.75295,BELRIDGE SECONDARY COLLEGE,1.053750198,102
17379,3 Luita Street,Wembley Downs,1310000,4,2,2,507,262,2006,8800,Glendalough Station,4500,"10-2017",6019,-31.91691,115.77544,HALE SCHOOL,0.938527939,6
17380,3 Adamson Road,Parmelia,339000,3,1,,738,147,1974,31900,Kwinana Station,1000,"09-2016",6167,-32.23767,115.83198,GILMORE COLLEGE,1.617416422,138
17381,29/27 Piccadilly Circle,Joondalup,335000,3,2,2,167,114,2002,25600,Joondalup Station,1100,"12-2018",6027,-31.73530458,115.7688778,LAKE JOONDALUP BAPTIST COLLEGE,0.745607858,80
17382,107 Tapping Way,Quinns Rocks,445000,3,1,1,870,101,1985,35200,Butler Station,3600,"04-2018",6030,-31.66715,115.6975,PETER MOYES ANGLICAN COMMUNITY SCHOOL,1.326320087,55
17383,12 Characin Court,Sorrento,920000,4,2,2,619,300,1977,17800,Greenwood Station,2600,"08-2020",6020,-31.81872,115.75606,DUNCRAIG SENIOR HIGH SCHOOL,1.104705151,32
17384,5 Ashfield Parade,Ashfield,705000,4,2,,1559,226,2013,8200,Ashfield Station,1200,"10-2013",6054,-31.92355935,115.9384504,CYRIL JACKSON SENIOR CAMPUS,1.24371437,
17385,57 Throssell Road,Swan View,575000,2,2,2,2135,169,1993,20700,Midland Station,6200,"11-2019",6056,-31.89186,116.06649,SWAN VIEW SENIOR HIGH SCHOOL,2.148431886,
17386,14 Ferrolana Court,Stratton,399000,4,2,1,685,148,1993,19700,Midland Station,4700,"06-2017",6056,-31.86574,116.04091,SWAN VIEW SENIOR HIGH SCHOOL,2.439633884,
17387,10 Bondini Way,Bibra Lake,522000,4,2,2,719,169,1979,15300,Murdoch Station,2600,"03-2018",6163,-32.08923,115.8452,LEEMING SENIOR HIGH SCHOOL,1.937490526,89
17388,167 Broun Avenue,Morley,447000,2,1,1,960,106,1962,7900,Bayswater Station,2400,"11-2020",6062,-31.89642,115.91001,JOHN FORREST SECONDARY COLLEGE,1.218003661,74
17389,57 Shannon Road,Dianella,720000,4,2,2,735,186,1971,8000,Mount Lawley Station,6200,"03-2020",6059,-31.88085,115.86696,DIANELLA SECONDARY COLLEGE,1.176860215,
17390,6 Fordham Avenue,Clarkson,372500,3,2,2,450,165,2006,32600,Clarkson Station,1300,"07-2019",6030,-31.679942,115.731659,CLARKSON COMMUNITY HIGH SCHOOL,0.543169211,
17391,20 Fielder Road,Serpentine,625000,4,2,4,4000,202,,48600,Warnbro Station,20100,"10-2020",6125,-32.37789,115.97288,COURT GRAMMAR SCHOOL,12.16218534,
17392,6 Hirundo Place,Waterford,1090000,4,3,2,441,327,2015,7700,Canning Bridge Station,3800,"05-2016",6152,-32.0138825,115.8956415,CLONTARF ABORIGINAL COLLEGE,0.319969525,
17393,8 Dolomite Road,Carine,850000,4,2,2,714,179,1983,13800,Warwick Station,2500,"10-2017",6020,-31.85257493,115.7714689,CARINE SENIOR HIGH SCHOOL,0.416391262,47
17394,166B Flinders Street,Yokine,640000,4,2,2,271,196,2014,6200,Glendalough Station,3200,"11-2018",6060,-31.89704855,115.8499808,CARMEL SCHOOL,1.16481558,13
17395,12 Jedburgh Loop,Sinagra,490000,3,2,1,245,107,2008,24300,Joondalup Station,3000,"06-2014",6065,-31.7399434,115.7984797,WANNEROO SECONDARY COLLEGE,2.541670086,131
17396,62 Huntingdale Road,Huntingdale,266640,4,1,2,696,175,1988,17500,Gosnells Station,3200,"02-2016",6110,-32.0796,115.96694,SOUTHERN RIVER COLLEGE,1.39318673,121
17397,156 Belgravia Street,Belmont,492500,4,2,4,812,138,1970,6900,Burswood Station,3100,"10-2018",6104,-31.9522,115.9322,BELMONT CITY COLLEGE,0.773574312,57
17398,15 Rometta Way,Sinagra,517000,4,2,2,493,197,2008,24700,Joondalup Station,4000,"12-2014",6065,-31.734492,115.807942,WANNEROO SECONDARY COLLEGE,2.688537158,131
17399,5 Surflin Court,Casuarina,852399,7,4,3,8002,418,1997,31000,Kwinana Station,2700,"11-2017",6167,-32.2301,115.87067,THE KING'S COLLEGE,4.01763036,
17400,21 St Helena Way,Iluka,680000,4,2,2,687,189,1994,26100,Currambine Station,2400,"10-2017",6028,-31.7429,115.73569,PRENDIVILLE CATHOLIC COLLEGE,1.364049246,60
17401,22 White Street,Mount Helena,415000,3,1,1,2036,105,1979,34600,Midland Station,20100,"08-2019",6082,-31.87145,116.21252,EASTERN HILLS SENIOR HIGH SCHOOL,0.767885975,105
17402,325 McDowell Loop,Parkerville,870000,4,2,4,20062,289,,28100,Midland Station,13200,"04-2014",6081,-31.86264,116.13641,MUNDARING CHRISTIAN COLLEGE,5.765705073,
17403,16 Hudleston Rise,Alexander Heights,383000,3,2,2,500,108,1999,14300,Greenwood Station,7200,"10-2017",6064,-31.82401,115.85862,LANDSDALE CHRISTIAN SCHOOL,2.079141194,
17404,6 Sunset View,Bullsbrook,345000,4,2,,735,144,1993,36800,Midland Station,26000,"04-2020",6084,-31.66071435,116.0421235,HOLY CROSS COLLEGE,14.07160922,98
17405,8 Dale Drive,Gooseberry Hill,735000,4,2,4,1925,202,1970,17300,Midland Station,8200,"10-2017",6076,-31.95622761,116.0419064,KALAMUNDA SENIOR HIGH SCHOOL,2.759787124,107
17406,20 Mckenzie Road,Shoalwater,660000,4,2,6,1012,204,1999,40800,Rockingham Station,4900,"03-2019",6169,-32.29662,115.70976,ROCKINGHAM SENIOR HIGH SCHOOL,2.747988349,
17407,47 Pensacola Avenue,Caversham,415000,4,2,6,533,116,2004,13500,Guildford Station,3400,"08-2019",6055,-31.8684659,115.9618298,KIARA COLLEGE,2.715419869,
17408,12 Yarnall Place,Ferndale,494000,4,2,2,779,110,1986,10700,Queens Park Station,2700,"11-2020",6148,-32.02902,115.92763,FOUNTAIN COLLEGE,1.098031763,
17409,145 Santa Barbara Parade,Quinns Rocks,530000,4,2,2,600,193,2006,35900,Butler Station,2900,"11-2018",6030,-31.66088709,115.6962062,ALKIMOS BAPTIST COLLEGE,1.324294944,
17410,40 Garfield Way,Greenwood,451000,3,2,2,688,160,1976,14900,Warwick Station,2500,"09-2017",6024,-31.82536097,115.8095279,THE MONTESSORI SCHOOL,1.463406711,
17411,10 Millenden Street,East Fremantle,1175000,4,2,2,620,226,1999,12700,North Fremantle Station,2500,"10-2017",6158,-32.04054023,115.7754427,JOHN CURTIN COLLEGE OF THE ARTS,2.02326215,25
17412,7 Glen Iris Drive,Jandakot,712000,4,2,2,707,290,1996,16300,Cockburn Central Station,2900,"09-2020",6164,-32.0990003,115.8544243,LAKELAND SENIOR HIGH SCHOOL,1.376162276,
17413,135 Rosalie Street,Shenton Park,930000,3,2,2,246,137,,3800,Daglish Station,1200,"11-2016",6008,-31.96066918,115.8202765,SHENTON COLLEGE,1.633180814,14
17414,24B Fleetwood Road,Lynwood,469000,3,2,2,271,167,,11400,Thornlie Station,2500,"10-2016",6147,-32.03496962,115.93072,FOUNTAIN COLLEGE,1.023753401,
17415,3 Ritz Way,Currambine,596000,4,2,2,622,206,2000,26600,Currambine Station,755,"05-2017",6028,-31.73165,115.75155,LAKE JOONDALUP BAPTIST COLLEGE,1.136532226,80
17416,5A Aldridge Road,Brentwood,146000,3,2,,357,123,1999,10300,Bull Creek Station,803,"09-2015",6153,-32.04429,115.846274,CORPUS CHRISTI COLLEGE,1.448539336,28
17417,5/10 Siderno Rise,Hocking,349000,3,2,2,4251,124,2003,20200,Edgewater Station,3000,"12-2020",6065,-31.77572,115.81044,ALTA-1,1.107377241,
17418,60 Inverness Crescent,Menora,775000,5,3,4,822,55,1990,3700,Perth Station,3600,"09-2005",6050,-31.91858,115.8583,MOUNT LAWLEY SENIOR HIGH SCHOOL,1.120187086,20
17419,24 Haslingfield Way,Butler,460000,4,2,2,640,192,2004,37400,Butler Station,1200,"07-2020",6036,-31.64590342,115.6974774,BUTLER COLLEGE,1.240916931,39
17420,39A Sorrento Street,North Beach,725000,3,1,1,415,148,1986,14200,Warwick Station,4100,"04-2016",6020,-31.8594,115.75614,CARINE SENIOR HIGH SCHOOL,1.99347826,47
17421,35 Raspins Loop,Burns Beach,605000,4,2,2,510,30,2010,28100,Currambine Station,1700,"08-2019",6028,-31.72398569,115.7322082,LAKE JOONDALUP BAPTIST COLLEGE,3.144649187,80
17422,4 Geranium Retreat,Beeliar,440000,5,2,2,540,172,2005,20900,Cockburn Central Station,4000,"04-2020",6164,-32.13668649,115.8183449,DIVINE MERCY COLLEGE,1.481509731,
17423,17 Burroughs Road,Karrinyup,918000,5,3,2,910,315,1968,11700,Warwick Station,3600,"03-2020",6018,-31.87317,115.77784,ST MARY'S ANGLICAN GIRLS' SCHOOL,1.174086804,7
17424,24 Caroline Crescent,Bertram,360000,3,2,2,642,144,2004,32900,Kwinana Station,1400,"07-2018",6167,-32.2479207,115.8439749,THE KING'S COLLEGE,0.85550473,
17425,7A Ripple Way,Bateman,723000,3,2,2,582,183,2002,10700,Bull Creek Station,676,"01-2018",6150,-32.047763,115.847049,CORPUS CHRISTI COLLEGE,1.098777192,28
17426,18 Mulloway Place,Warnbro,292500,4,2,2,364,135,1999,44900,Warnbro Station,2600,"11-2017",6169,-32.34536,115.75144,LIVING WATERS LUTHERAN COLLEGE,0.37780145,51
17427,1 Newmarket Retreat,Currambine,540000,4,3,2,734,169,1998,25600,Joondalup Station,1400,"11-2019",6028,-31.74052,115.75349,LAKE JOONDALUP BAPTIST COLLEGE,0.823110109,80
17428,73 Smyth Road,Nedlands,1360000,4,1,4,1041,195,1950,5600,Shen,1700,"10-2020",6009,-31.97454,115.80546,SHENTON COLLEGE,1.666804043,14
17429,583 Safety Bay Road,Waikiki,435000,3,2,2,779,169,1985,42500,Warnbro Station,2400,"07-2020",6169,-32.3216,115.74363,SOUTH COAST BAPTIST COLLEGE,1.477408487,
17430,5 Cornhill Crescent,Alexander Heights,455000,3,2,2,701,165,1979,13700,Warwick Station,7500,"08-2016",6064,-31.82981,115.87336,MERCY COLLEGE,2.448294815,46
17431,6 Warrior Pass,Bertram,270000,3,2,2,351,128,2003,33000,Kwinana Station,1500,"01-2019",6167,-32.24807,115.84584,THE KING'S COLLEGE,0.949112968,
17432,235 Liddelow Road,Banjup,890000,4,2,2,20047,204,2000,22700,Cockburn Central Station,4500,"05-2014",6164,-32.15471829,115.8903372,ATWELL COLLEGE,2.741623263,129
17433,77 Gairloch Street,Mount Pleasant,1490000,3,1,1,454,322,1953,7500,Canning Bridge Station,1700,"11-2019",6153,-32.01787253,115.8411614,APPLECROSS SENIOR HIGH SCHOOL,1.40179029,34
17434,1 Macdonald Road,Applecross,990000,3,1,4,401,84,1966,7000,Canning Bridge Station,2100,"07-2017",6153,-32.01132011,115.8343708,APPLECROSS SENIOR HIGH SCHOOL,2.009498609,34
17435,100 Newbold Road,Casuarina,785000,4,2,4,10000,278,1982,31400,Kwinana Station,3700,"03-2014",6167,-32.2321,115.8819,THE KING'S COLLEGE,4.731301393,
17436,3 Crown Terrace,Coogee,687000,3,2,2,330,118,2015,21000,Cockburn Central Station,8000,"10-2015",6166,-32.12648201,115.7732824,PORT SCHOOL,4.858636381,
17437,2 Brentwood Way,The Vines,581000,4,2,2,804,174,2000,26400,Midland Station,15600,"09-2017",6069,-31.75149,116.0073,HOLY CROSS COLLEGE,3.974183698,98
17438,10 Helena Street,Guildford,630000,4,1,3,920,181,1975,12700,East Guildford Station,539,"04-2016",6055,-31.90108,115.97916,GUILDFORD GRAMMAR SCHOOL,0.824885981,52
17439,22 Caladenia Way,Koongamia,99000,2,1,,765,89,1965,18000,Midland Station,4400,"05-2016",6056,-31.90930732,116.0427823,SWAN VIEW SENIOR HIGH SCHOOL,2.432299774,
17440,90 Olive Road,Millendon,125000,4,2,,23837,390,1996,22100,Midland Station,9700,"04-1997",6056,-31.8053,116.01583,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,3.119609729,53
17441,5B Coogee Street,Mount Hawthorn,1005000,3,2,2,276,200,1991,3700,Leederville Station,1600,"07-2017",6016,-31.924416,115.83736,ARANMORE CATHOLIC COLLEGE,0.622767684,106
17442,175 Jordan Road,Chidlow,490000,4,2,4,20243,301,1980,40900,Midland Station,26100,"05-2011",6556,-31.82403717,116.2649248,EASTERN HILLS SENIOR HIGH SCHOOL,6.98501226,105
17443,1 Swallow Grove,Waikiki,360000,3,1,1,693,121,1992,41400,Warnbro Station,2600,"12-2020",6169,-32.31177,115.74693,SOUTH COAST BAPTIST COLLEGE,1.071249861,
17444,22 Regent Drive,Alexander Heights,625000,4,2,2,740,285,1989,13300,Warwick Station,7600,"06-2016",6064,-31.8341,115.87625,BALLAJURA COMMUNITY COLLEGE,2.009772083,133
17445,3 Gilfellon Road,Stoneville,535000,4,2,3,2129,143,1985,31600,Midland Station,17100,"01-2016",6081,-31.87332,116.18054,MUNDARING CHRISTIAN COLLEGE,2.822498262,
17446,141 Nannatee Way,Wanneroo,175000,3,1,2,716,99,1981,22000,Edgewater Station,2800,"09-2019",6065,-31.76003981,115.8042243,WANNEROO SECONDARY COLLEGE,1.059409677,131
17447,31 Alexander Drive,Menora,810000,2,1,4,879,189,1945,3600,Mount Lawley Station,2300,"05-2016",6050,-31.92019957,115.864372,MOUNT LAWLEY SENIOR HIGH SCHOOL,0.520266459,20
17448,24 Lyndavale Loop,Carramar,370000,4,2,2,412,158,2002,27500,Currambine Station,4200,"10-2017",6031,-31.71191238,115.7926712,JOSEPH BANKS SECONDARY COLLEGE,1.518492502,92
17449,8 Turtledove Way,Bennett Springs,345000,4,2,2,295,125,2014,12600,Ashfield Station,6000,"12-2018",6063,-31.85884308,115.9342816,KIARA COLLEGE,2.071034045,
17450,39 Harwood Pass,Darling Downs,730000,4,2,2,4150,239,2004,30500,Armadale Station,4300,"08-2019",6122,-32.19261899,116.0133788,ARMADALE SENIOR HIGH SCHOOL,3.459678984,
17451,106a Clement Street,Swanbourne,1610000,4,2,2,450,222,1996,10200,Grant Street Station,998,"12-2015",6010,-31.98137,115.7565,PRESBYTERIAN LADIES COLLEGE,1.573850701,11
17452,79 Bournbrook Avenue,Cardup,345000,4,2,2,5482,251,,34300,Kwinana Station,11300,"11-2014",6122,-32.24774524,115.9620119,COURT GRAMMAR SCHOOL,3.676979142,
17453,8 Naturaliste Boulevard,Iluka,735000,4,2,2,766,201,1997,26100,Currambine Station,2500,"06-2016",6028,-31.74291,115.73458,PRENDIVILLE CATHOLIC COLLEGE,1.39573349,60
17454,32 Masefield Avenue,North Lake,660000,5,2,2,757,218,1987,15000,Murdoch Station,3400,"07-2015",6163,-32.08318,115.82036,PERTH WALDORF SCHOOL,1.034060832,
17455,14 Berlotto Drive,Ashby,545000,4,2,2,606,256,2005,25500,Joondalup Station,3400,"07-2017",6065,-31.7291,115.79846,JOSEPH BANKS SECONDARY COLLEGE,3.388882761,92
17456,9 Edith Road,Safety Bay,730000,4,2,2,762,276,1999,41400,Rockingham Station,3800,"07-2017",6169,-32.30723,115.72658,SAFETY BAY SENIOR HIGH SCHOOL,1.421664694,136
17457,6 Turvey Lane,Mundaring,430000,3,1,2,1620,96,1979,29800,Midland Station,15800,"06-2017",6073,-31.89963,116.16762,MUNDARING CHRISTIAN COLLEGE,1.199024819,
17458,15 Haig Street,Ashfield,500000,3,2,2,536,130,1998,8200,Ashfield Station,490,"03-2013",6054,-31.91706,115.93556,CYRIL JACKSON SENIOR CAMPUS,0.798807154,
17459,361 Lesmurdie Road,Lesmurdie,550000,4,3,2,1996,300,1969,18900,Madding,7400,"03-2016",6076,-32.01055,116.04712,LESMURDIE SENIOR HIGH SCHOOL,0.479627549,71
17460,14 Mirria Way,Mount Nasura,415000,3,1,2,698,110,1975,26500,Armadale Station,1400,"09-2017",6112,-32.14449,116.02364,JOHN CALVIN CHRISTIAN COLLEGE,1.673422146,56
17461,33 Rosewood Heights,Ellenbrook,410000,4,2,2,705,197,,20800,East Guildford Station,11300,"08-2019",6069,-31.79520397,115.9784556,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,0.668261401,53
17462,53 Stirk Road,Alfred Cove,1230000,4,2,2,466,244,2014,9800,Bull Creek Station,3400,"04-2015",6154,-32.03419683,115.8218441,APPLECROSS SENIOR HIGH SCHOOL,1.359266705,34
17463,6 Fisherton Circuit,Kinross,441000,4,2,4,603,162,1994,27800,Currambine Station,519,"03-2017",6028,-31.72086,115.7478,LAKE JOONDALUP BAPTIST COLLEGE,2.252972179,80
17464,13 Blay Road,Calista,332500,3,2,1,709,159,1967,33200,Wellard Station,2200,"07-2013",6167,-32.24707,115.80492,GILMORE COLLEGE,1.350347329,138
17465,331 Aldersyde Road,Bickley,1400000,4,2,2,64872,318,1974,23500,Madding,12800,"06-2007",6076,-31.9948,116.10232,CARMEL ADVENTIST COLLEGE,2.350555801,
17466,22 Hibbertia Crescent,Riverton,485000,3,1,2,733,118,1978,10700,Thornlie Station,3900,"09-2020",6148,-32.03688,115.91299,LYNWOOD SENIOR HIGH SCHOOL,0.632885226,96
